summary,color_F090W_F150W,sigma_proxy,notes
SBF-weighted circular-annuli color,0.5412019574933422,0.011347302118473568,"uses same annulus weights as recommended SBF; sigma_proxy is half inner-outer color difference, not full calibration error"
mean of available circular-annuli colors,0.5475429636267098,0.016047508552290275,simple annulus-matched diagnostic color summary
